"half_width","coverage","covered_error"
0,1,0.2625
0.025,0.795833333333333,0.235602094240838
0.05,0.620833333333333,0.221476510067114
0.075,0.45,0.212962962962963
0.1,0.270833333333333,0.138461538461538
0.125,0.116666666666667,0.142857142857143
0.15,0.0333333333333333,0.25
0.175,0.00416666666666667,0
0.2,0.00416666666666667,0
